,bhk,price,size,location
2160,3,70.0,1357,BORSOJAI
2161,3,88.2,1521,RAJGARH ROAD
2162,3,35.0,800,MALIGAON
2163,3,63.6,1380,KAHILIPARA
2164,4,70.6,1411,LAL GANESH
2165,2,42.6,1120,JALUKBARI
2166,3,49.4,1300,JALUKBARI
2167,3,65.0,1400,RUKMINI GAON
2168,2,43.7,600,PATOR KUCHI
2169,2,38.6,1015,JALUKBARI
2170,2,45.0,1000,BORBARI
2171,2,39.1,911,KHANAPARA
2172,4,95.0,1700,DOWNTOWN
2173,3,55.0,950,SIX MILE
2174,2,40.0,800,BHETAPARA
2175,2,49.3,660,BHANGAGARH
2176,2,35.0,850,MALIGAON
2177,2,35.0,700,LAL GANESH
2178,3,114.99999999999999,1400,SIX MILE
2179,3,44.1,1158,KHANAPARA
2180,3,65.0,1000,DOWNTOWN
2181,2,28.0,600,HATIGAON
2182,2,39.6,880,GARCHUK
2183,3,65.0,1000,HENGRABARI
2184,3,72.1,1030,BELTOLA
2185,4,220.00000000000003,2016,RUPNAGAR
2186,2,34.0,680,ODALBAKRA
2187,3,64.0,955,PANJABARI
2188,3,55.0,1010,JALUKBARI
2189,4,174.0,2687,BELTOLA
2190,2,33.0,800,GUWAHATI
2191,3,70.0,1100,ZOO ROAD
2192,3,49.5,1337,JALUKBARI
2193,2,26.0,1000,KAHILIPARA
2194,2,39.1,911,KHANAPARA
2195,3,44.5,1201,KHANAPARA
2196,3,44.6,1201,KHANAPARA
2197,3,44.6,1201,KHANAPARA
2198,3,44.0,1158,KHANAPARA
2199,3,44.1,1158,KHANAPARA
2200,3,70.0,1260,PANDU
2201,3,83.4,1525,KAHILIPARA
2202,2,60.0,850,SURVEY
2203,2,59.0,1200,SARUSAJAI
2204,2,52.5,950,BHETAPARA
2205,3,60.5,1150,VIP ROAD
2206,3,45.0,1000,JYOTIKUCHI
2207,2,31.0,900,DISPUR
2208,2,36.2,812,NOONMATI
2209,3,57.9,890,ADABARI
2210,3,75.0,1312,DHARAPUR
2211,4,90.0,2400,GOTANAGAR
2212,3,74.1,1484,BELTOLA
2213,3,67.0,1000,PALTAN BAZAAR
2214,2,48.8,1161,KAHILIPARA
2215,2,50.0,640,LOKHRA
2216,3,75.0,2500,LOKHRA
2217,2,43.2,900,BELTOLA
2218,3,67.7,969,BHETAPARA
2219,3,65.0,1100,BELTOLA
2220,2,55.0,1180,GEETANAGAR
2221,3,75.0,1140,BHANGAGARH
2222,3,100.0,1378,GS ROAD
2223,3,95.0,955,KAHILPARA
2224,3,58.8,1306,GARCHUK
2225,3,46.9,835,JALUKBARI
2226,3,55.7,761,JALUKBARI
2227,3,56.5,1195,GANESHGURI
2228,3,70.3,1070,BAMUNIMAIDAM
2229,2,50.0,760,LACHIT NAGAR
2230,2,36.0,650,GOTANAGAR
2231,2,42.0,800,HATIGAON
2232,2,45.0,620,HATIGAON
2233,2,72.0,838,BORSOJAI
2234,3,59.8,882,BELTOLA
2235,3,69.0,1456,VIP ROAD
2236,3,88.0,1350,BELTOLA
2237,2,51.0,914,KAHILIPARA
2238,3,148.0,2188,ZOO ROAD
2239,3,55.0,895,JALUKBARI
2240,2,55.0,850,BELTOLA
2241,1,23.4,498,BETKUCHI
2242,3,88.0,1600,SIX MILE
2243,2,55.0,973,KAHILIPARA
2244,3,46.0,1050,GOTANAGAR
2245,3,72.1,1067,BELTOLA
2246,3,83.4,1529,KAHILIPARA
2247,3,63.0,1400,SIX MILE
2248,2,43.0,870,GOTANAGAR
2249,2,53.0,900,LAL GANESH
2250,2,49.7,994,KAHILIPARA
2251,2,52.3,1028,KAHILIPARA
2252,3,95.0,1500,BHETAPARA
2253,3,50.0,882,LAL GANESH
2254,3,61.0,1311,SIX MILE
2255,3,60.0,1050,GHORAMARA
2256,3,61.2,895,BELTOLA
2257,3,63.4,819,PANJABARI
2258,3,62.0,915,PANJABARI
2259,2,56.8,904,GEETANAGAR
2260,2,52.8,1056,KHANAPARA
2261,2,55.1,1002,ZOO ROAD
2262,3,49.0,1000,PANJABARI
2263,4,74.7,1661,KAHILIPARA
2264,2,45.0,900,DOWNTOWN
2265,3,48.0,1000,BELTOLA
2266,3,60.9,1449,KAHILIPARA
2267,3,45.0,1050,JANAKPUR
2268,3,98.5,1058,RUKMINI GAON
2269,3,49.0,1114,BETKUCHI
2270,3,60.5,1210,BETKUCHI
2271,2,37.0,850,SATGAON
2272,3,50.0,1100,SATGAON
2273,3,45.0,1000,SATGAON
2274,2,42.0,980,KAHILIPARA
2275,2,50.7,860,BHANGAGARH
2276,3,61.8,948,ULUBARI
2277,2,58.8,1130,BIRUBARI
2278,3,105.0,1681,KAHILPARA
2279,3,52.0,1055,JALUKBARI
2280,3,50.0,1200,SIX MILE
2281,3,66.2,1278,KHANAPARA
2282,2,58.2,1140,BELTOLA
2283,3,68.0,900,DISPUR
2284,3,60.0,1100,CHANDMARI
2285,4,170.0,2880,BELTOLA
2286,3,60.0,1510,NARENGI TINALI
2287,3,75.0,1400,RUKMINI GAON
2288,3,50.0,1280,PATHAR QUARRY
2289,6,195.0,2700,GUWAHATI
2290,1,23.7,453,JALUKBARI
2291,4,74.3,1069,KAHILIPARA
2292,3,53.9,782,KAHILIPARA
2293,3,51.8,949,JALUKBARI
2294,2,40.8,795,JALUKBARI
2295,2,41.6,741,JALUKBARI
2296,2,40.7,872,KAHILIPARA
2297,2,33.8,685,LOKHRA
2298,3,45.3,918,LOKHRA
2299,3,56.6,1011,DOWNTOWN
2300,1,19.2,320,DOWNTOWN
2301,2,40.8,780,DOWNTOWN
2302,3,52.5,861,LOKHRA ROAD
2303,2,48.2,738,BHASKAR NAGAR
2304,4,69.9,1080,BHASKAR NAGAR
2305,3,59.4,929,BHASKAR NAGAR
2306,1,18.5,300,BARSAPARA
2307,3,60.8,1015,HATIGAON
2308,2,48.5,730,ULUBARI
2309,3,59.6,1018,LAKHIMI NAGAR
2310,3,63.6,1158,HATIGAON
2311,3,52.7,980,HATIGAON
2312,3,60.6,1090,HATIGAON
2313,2,33.5,700,JYOTIKUCHI
2314,1,16.9,350,JYOTIKUCHI
2315,2,29.2,670,JYOTIKUCHI
2316,1,18.2,380,JYOTIKUCHI
2317,2,44.6,793,LAL GANESH
2318,2,43.0,764,LAL GANESH
2319,2,39.7,706,LAL GANESH
2320,3,51.8,980,BHASKAR NAGAR
2321,2,44.4,825,BHASKAR NAGAR
2322,3,53.3,1110,SAWKUCHI
2323,2,37.4,661,BIRUBARI
2324,3,51.6,834,LOKHRA
2325,2,37.2,700,LOKHRA
2326,3,55.0,1400,AZARA
2327,3,118.0,1914,RUPNAGAR
2328,3,120.0,1949,RUPNAGAR
2329,4,90.0,1545,GANESHGURI
2330,2,39.0,911,KHANAPARA
2331,3,57.8,1445,JYOTI NAGAR
2332,3,73.9,1355,MANPARA
2333,3,80.3,1495,MANPARA
2334,4,155.0,1700,REHABARI
2335,3,75.0,1280,VIP ROAD
2336,3,65.8,1170,KAHILIPARA
2337,3,56.1,980,DHIRENPARA
2338,3,69.6,1217,DHIRENPARA
2339,2,46.2,886,PANJABARI
2340,3,67.0,1210,PANJABARI
2341,3,104.0,1613,ATHGAON
2342,3,65.0,900,VIP ROAD
2343,3,98.5,1440,RUKMINI GAON
2344,3,55.0,1038,JALUKBARI
2345,3,37.0,924,KAHIKUCHI
2346,3,42.2,945,DHARAPUR
2347,2,28.1,695,KAHIKUCHI
2348,3,46.6,1068,KAHIKUCHI
2349,3,47.0,934,DHARAPUR
2350,2,32.5,708,DHARAPUR
2351,2,33.2,683,KAHIKUCHI
2352,3,40.9,935,DHARAPUR
2353,2,27.3,640,KAHIKUCHI
2354,3,38.8,797,DHARAPUR
2355,3,42.7,1052,KAHIKUCHI
2356,2,36.0,708,DHARAPUR
2357,2,27.4,585,KAHIKUCHI
2358,3,52.5,1250,LOKHRA ROAD
2359,2,59.9,1248,GS ROAD
2360,2,39.0,1000,BASISTHA
2361,3,67.4,1170,NALAPARA
2362,2,49.4,720,SIX MILE
2363,3,65.1,1065,LALMATI
2364,2,35.0,800,LANKESHWAR
2365,2,40.0,710,NOONMATI
2366,3,58.3,1056,DHARAPUR
2367,3,63.6,851,BHANGAGARH
2368,2,34.7,913,LOKHRA
2369,2,52.0,1020,BHETAPARA
2370,2,55.0,943,HATIGAON
2371,3,85.0,1700,ZOO ROAD
2372,3,50.6,1100,BARSAPARA
2373,3,62.7,829,HATIGAON
2374,3,80.0,1240,CHANDMARI
2375,3,48.2,1203,LANKESHWAR
2376,3,31.9,840,AHOM GAON
2377,3,49.5,1250,BETKUCHI
2378,3,51.5,1125,DAKHINGAON
2379,3,58.4,1254,HENGRABARI
2380,3,56.0,1200,KALA PAHAR
2381,4,90.2,1800,NARIKAL BARI
2382,3,94.7,987,KUMARPARA
2383,3,59.3,899,GARCHUK
2384,4,127.0,1877,KALA PAHAR
2385,2,50.7,736,BELTOLA
2386,3,50.0,1023,DWARAKA NAGAR
2387,3,77.5,1240,BELTOLA
2388,3,70.0,974,BAMUNIMAIDAM
2389,2,54.0,610,UZAN BAZAR
2390,3,83.1,1005,ZOO ROAD
2391,3,51.8,909,JALUKBARI
2392,3,42.1,584,JALUKBARI
2393,3,86.2,1022,DISPUR
2394,3,74.0,909,BELTOLA
2395,3,59.2,924,GOTANAGAR
2396,3,89.9,1136,LAL GANESH
2397,3,68.3,890,ADABARI
2398,3,78.3,1036,UZAN BAZAR
2399,3,62.3,852,JALUKBARI
2400,3,73.5,965,ZOO ROAD
2401,3,68.3,973,GANESHGURI
2402,3,52.0,755,MALIGAON
2403,3,51.4,989,BIRUBARI
2404,3,76.2,1354,GEETANAGAR
2405,4,126.0,2353,GEETANAGAR
2406,3,57.8,1242,GANESHPARA
2407,3,74.6,1440,PANJABARI
2408,3,74.7,1494,ZOO ROAD
2409,3,74.7,1493,ZOO ROAD
2410,3,72.0,1500,LAL GANESH
2411,3,72.0,1500,LAL GANESH
2412,3,53.0,1315,JYOTIKUCHI
2413,3,52.0,1291,JYOTIKUCHI
2414,3,48.0,1185,JYOTIKUCHI
2415,2,42.0,1021,JYOTIKUCHI
2416,4,95.1,1868,KHANAPARA
2417,2,60.0,720,REHABARI
2418,3,47.6,1252,GARCHUK
2419,3,83.4,1525,KAHILIPARA
2420,2,86.6,1369,ZOO ROAD
2421,3,69.9,1308,BELTOLA
2422,3,77.2,1103,DISPUR
2423,2,42.9,647,JALUKBARI
2424,3,41.6,643,LANKESHWAR
2425,3,74.5,878,BIRUBARI
2426,3,70.5,831,JATIA
2427,3,68.6,928,SIX MILE
2428,3,119.0,1175,ULUBARI
2429,3,81.2,1429,KAHILPARA
2430,3,61.3,793,BEHARBARI CHARIALI
2431,3,95.0,955,ADABARI
2432,3,75.4,855,SIX MILE
2433,3,146.0,1262,ZOO ROAD
2434,3,45.9,851,DHIRENPARA
2435,3,55.9,974,JALUKBARI
2436,1,20.8,362,JALUKBARI
2437,3,52.0,1250,DHARAPUR
2438,3,55.0,1300,GHORAMARA
2439,3,55.0,1300,GHORAMARA
2440,2,45.6,912,KAHILIPARA
2441,2,33.6,661,JYOTIKUCHI
2442,3,55.6,980,LOKHRA ROAD
2443,3,45.4,843,GANDHI BASTI
2444,2,36.4,675,GANDHI BASTI
2445,3,55.1,955,KALA PAHAR
2446,3,56.2,973,KALA PAHAR
2447,2,34.3,602,BELTOLA
2448,3,63.6,989,PANJABARI
2449,3,57.4,877,BISHNUPUR
2450,3,45.7,866,DAKHINGAON
2451,3,53.9,1100,SIX MILE
2452,3,43.8,793,JYOTIKUCHI
2453,2,35.2,656,JYOTIKUCHI
2454,2,43.5,782,PANJABARI
2455,2,38.7,720,GANDHI BASTI
2456,2,45.5,698,ADABARI
2457,3,75.0,1140,LACHIT NAGAR
2458,3,64.3,1100,BAGHARBARI
2459,3,45.3,1245,NALAPARA
2460,3,52.0,900,LAL GANESH
2461,2,49.0,710,NOONMATI
2462,2,53.6,890,HATIGAON
2463,3,72.8,1185,HATIGAON
2464,3,72.8,1180,BELTOLA
2465,2,53.6,890,BELTOLA
2466,3,66.3,1020,BELTOLA
2467,3,65.0,1200,BAMUNIMAIDAM
2468,2,51.4,922,JATIA
2469,2,41.2,741,ODALBAKRA
2470,2,42.1,709,ODALBAKRA
2471,3,54.5,1000,LAL GANESH
2472,2,51.8,920,LOKHRA
2473,3,63.8,1074,BAMUNIMAIDAM
2474,3,87.8,1170,BHETAPARA
2475,3,59.8,1088,KAHILIPARA
2476,3,53.0,952,JANAKPUR
2477,3,69.3,951,VIP ROAD
2478,3,86.9,996,KHARGHULI HILLS
2479,4,126.0,1440,GEETANAGAR
2480,3,94.1,1420,ZOO ROAD
2481,3,50.7,1126,KHANAPARA
2482,3,49.5,920,MALIGAON
2483,3,96.6,1103,CHANDMARI
2484,2,38.9,738,LAL GANESH
2485,2,39.0,781,SIX MILE
2486,4,241.0,3425,REHABARI
2487,3,85.4,1289,CHANDMARI
2488,3,71.6,1168,JYOTI NAGAR
2489,3,65.0,1143,GUWAHATI
2490,3,42.5,1053,AZARA
2491,3,103.0,1348,UZAN BAZAR
2492,3,53.1,1328,AHOM GAON
2493,5,169.0,2778,BHANGAGARH
2494,3,65.7,1051,NAYANPUR
2495,3,68.8,1188,BELTOLA
2496,3,53.1,1328,GARCHUK
2497,3,53.0,900,KHANAPARA
2498,3,49.5,1175,AHOM GAON
2499,3,67.6,1463,BORSOJAI
2500,2,38.1,890,GARCHUK
2501,3,51.0,1330,AHOM GAON
2502,3,85.0,1583,GANESHGURI
2503,2,36.0,950,AHOM GAON
2504,3,70.56,1470,HENGRABARI
2505,3,56.0,1317,LOKHRA
2506,3,78.0,1425,LACHIT NAGAR
2507,3,55.0,1170,LALMATI
2508,2,45.0,1000,LALMATI
2509,3,90.0,1650,NARENGI TINALI
2510,6,250.0,5480,BAMUNIMAIDAM
2511,3,45.56,1114,AHOM GAON
2512,3,42.64,1040,JALUKBARI
2513,3,56.3,1320,KAHILIPARA
2514,4,122.0,1880,ZOO TINIALI
2515,2,43.0,1020,GHORAMARA
2516,3,55.0,1500,BARSAPARA
2517,3,58.8,1400,KAHILIPARA
2518,2,42.0,1050,ULUBARI
2519,3,47.0,913,DHARAPUR
2520,2,34.44,861,AHOM GAON
2521,3,49.96,1249,AHOM GAON
2522,4,154.0,2646,JALUKBARI
2523,3,70.0,1320,SARANIA HILLS
2524,3,70.0,1320,ULUBARI
2525,3,97.5,1500,ULUBARI
2526,3,57.0,1250,HATIGAON
2527,3,65.0,1453,SIX MILE
2528,3,67.0,1506,SIX MILE
2529,3,59.0,1413,LOKHRA
2530,3,55.35,1350,KAHILIPARA
2531,3,59.0,1256,GANESHGURI
2532,3,63.0,1045,SATGAON
2533,3,65.0,1388,BHETAPARA
2534,3,88.0,1400,BELTOLA
2535,2,32.0,700,DISPUR
2536,1,22.05,630,AZARA
2537,3,62.1,1380,KAHILIPARA
2538,3,60.65,1213,ZOO TINIALI
2539,3,55.13,1137,BELTOLA
2540,3,61.57,1310,CHANDMARI
2541,3,51.87,1365,JALUKBARI
2542,3,73.0,1325,BELTOLA
2543,3,52.5,1250,LAL GANESH
2544,2,38.11,886,KAHILIPARA
2545,2,49.5,1100,GEETANAGAR
2546,3,58.36,1191,KALA PAHAR
2547,3,72.0,1300,HATIGAON
2548,2,53.74,1014,CHANDMARI
2549,2,42.75,900,BARSAPARA
2550,3,68.83,1147,BELTOLA
2551,2,54.0,1200,SARUSAJAI
2552,3,53.78,1195,SARUMOTORIA
2553,2,43.2,950,BASISHTA
2554,3,72.81,1583,HENGRABARI
2555,2,43.04,1001,NAYANPUR
2556,3,51.98,1155,HENGRABARI
2557,3,68.0,1450,GANESHGURI
2558,4,77.5,1350,KAHILIPARA
2559,3,59.5,1150,KAHILIPARA
2560,2,48.33,1124,SIX MILE
2561,2,68.1,1362,BELTOLA
2562,3,1.5,2000,PALTAN BAZAAR
2563,2,7.0,1380,SIX MILE
2564,2,4.5,1050,SIX MILE
2565,5,350.0,6080,KAHILIPARA
2566,5,350.0,3800,KHANAPARA
2567,8,250.0,3000,GHORAMARA
2568,2,45.0,1160,LAL GANESH
2569,8,250.0,4000,HATIGAON
2570,2,5.5,1340,JYOTIKUCHI
2571,2,5.5,1340,UZAN BAZAR
2572,2,47.0,1023,BELTOLA
2573,4,180.0,3000,BELTOLA
2574,3,62.28,1384,BAGHARBARI
2575,2,5.5,1340,TARUN NAGAR
2576,8,250.0,3500,HATIGAON
2577,3,60.0,1350,CHANDMARI
2578,3,140.0,1560,JYOTIKUCHI
2579,3,63.0,1135,GEETANAGAR
2580,3,140.0,1560,JYOTIKUCHI
2581,3,140.0,1560,JYOTIKUCHI
2582,3,140.0,1580,JYOTIKUCHI
2583,3,75.0,1551,KHANAPARA
2584,2,56.0,1248,BHANGAGARH
2585,4,125.0,2771,KAHILIPARA
2586,4,117.0,2130,BHETAPARA
2587,3,52.47,1166,AZARA
2588,3,75.0,1430,ULUBARI
2589,3,61.5,1230,SARANIA HILLS
2590,3,130.0,2050,BHANGAGARH
2591,3,50.0,1250,LOKHRA
2592,3,65.0,1500,GHORAMARA
2593,3,71.0,1500,KHANAPARA
2594,3,85.0,1300,LALMATI
2595,3,55.0,1250,JYOTIKUCHI
2596,2,52.0,1100,BARBARI VILLAGE
2597,2,32.0,950,KAHILIPARA
2598,3,135.0,1792,ZOO TINIALI
2599,3,64.0,1510,MATHGHARIA
2600,3,75.0,1500,BASISHTA
2601,3,140.0,2010,FATASIL AMBARI
2602,2,40.0,900,KAHILIPARA
2603,3,85.0,1350,REHABARI
2604,2,4.8,1050,PALTAN BAZAAR
2605,3,135.0,2010,FATASIL AMBARI
2606,2,63.0,1266,LAL GANESH
2607,3,71.0,1490,LAL GANESH
2608,3,55.0,1150,REHABARI
2609,3,68.0,1340,KALA PAHAR
2610,4,500.0,3500,PALTAN BAZAAR
2611,2,9.0,1250,PALTAN BAZAAR
2612,3,5.5,1350,MALIGAON
2613,2,5.0,1000,ATHGAON
2614,3,135.0,1820,FATASIL AMBARI
2615,4,250.0,3000,BHARALUMUKH
2616,2,3.5,850,KALA PAHAR
2617,2,9.6,1500,PALTAN BAZAAR
2618,4,100.0,2000,PALTAN BAZAAR
2619,2,5.5,1150,FATASIL HILLS
2620,2,3.7,1150,KALA PAHAR
2621,3,7.5,1250,PALTAN BAZAAR
2622,2,4.0,1150,KAHILIPARA
2623,3,135.0,1800,FATASIL AMBARI
2624,2,48.38,1152,KAHILIPARA
2625,2,55.0,1200,CHANDMARI
2626,2,56.7,1134,DISPUR
2627,3,75.0,1581,HATIGAON
2628,3,61.02,1356,BAGHARBARI
2629,3,54.0,1200,BAGHARBARI
2630,1,28.0,800,SIX MILE
2631,3,77.0,1350,MATHGHARIA
2632,3,49.01,1181,LOKHRA
2633,2,47.0,990,LALMATI
2634,3,66.0,1300,GHORAMARA
2635,2,37.0,800,RUKMINI GAON
2636,2,35.0,800,LAL GANESH
2637,3,79.0,1550,GANESHGURI
2638,3,62.0,1170,KALA PAHAR
2639,3,140.0,4320,DAKSHINGAON
2640,1,32.5,660,SIX MILE
2641,9,275.0,7200,BELTOLA
2642,4,196.0,3200,BHANGAGARH
2643,3,67.0,1200,REHABARI
2644,2,55.0,1200,LACHIT NAGAR
2645,2,48.0,950,GHORAMARA
2646,1,33.0,650,BHETAPARA
2647,3,50.0,1250,SARUSAJAI
2648,1,27.0,560,LAL GANESH
2649,2,38.0,750,KAHILIPARA
2650,4,105.0,1778,SIX MILE
2651,4,330.0,4300,SIX MILE
2652,2,50.0,1280,HATIGAON
2653,4,140.0,2010,CHANDMARI
2654,3,135.0,2000,FATASIL AMBARI
2655,3,135.0,2000,FATASIL HILLS
2656,3,140.0,1860,FATASIL AMBARI
2657,2,37.0,750,LOKHRA
2658,3,52.85,983,MALIGAON
2659,3,51.0,1150,SARANIA HILLS
2660,2,47.0,1150,NOONMATI
2661,6,225.0,3888,ZOO TINIALI
2662,3,79.0,1550,NOONMATI
2663,3,285.0,7200,BELTOLA
2664,1,32.0,660,SIX MILE
2665,2,74.76,1246,BHETAPARA
2666,3,89.04,1590,BHETAPARA
2667,5,114.99999999999999,5000,GHORAMARA
2668,2,68.69,1321,GEETANAGAR
2669,4,165.0,3600,HENGRABARI
2670,2,46.0,1000,BHANGAGARH
2671,2,43.0,850,PATOR KUCHI
2672,3,75.0,1105,GHORAMARA
2673,2,38.4,960,BASISHTA
2674,3,54.0,1200,KALA PAHAR
2675,2,49.0,1150,LOKHRA
2676,3,72.0,1366,BAMUNIMAIDAM
2677,3,69.85,1117,CHANDMARI
2678,3,56.58,981,ZOO TINIALI
2679,3,46.0,1150,DAKSHINGAON
2680,3,54.2,1355,DAKSHINGAON
2681,1,32.0,790,BIKASH NAGAR
2682,2,64.81,909,CHANDMARI
2683,3,79.0,1565,ZOO TINIALI
2684,5,135.0,3600,SARANIA HILLS
2685,5,130.0,2016,MILAN NAGAR
2686,3,145.0,2050,CHANDMARI
2687,3,77.0,1460,BORBARI
2688,2,60.0,1087,KAHILIPARA
2689,3,52.0,1195,TETELIA
2690,3,49.0,945,AHOM GAON
2691,3,55.0,1360,GARCHUK
2692,3,73.0,1365,HENGRABARI
2693,3,105.0,1855,BORMOTORIA
2694,3,65.0,1450,BORMOTORIA
2695,3,58.56,1220,HATIGAON
2696,3,60.0,1330,KALA PAHAR
2697,2,40.0,700,RBI COLONY
2698,3,105.0,1340,TARUN NAGAR
2699,2,40.0,800,BARSAPARA
2700,3,65.0,1375,HENGRABARI
2701,2,35.0,750,NOONMATI
2702,3,130.0,1705,KHANAPARA
2703,4,90.0,2600,BAMUNIMAIDAM
2704,4,122.0,1850,GEETANAGAR
2705,4,122.0,1860,ZOO TINIALI
2706,2,55.0,950,BELTOLA
2707,3,56.0,1256,LOKHRA
2708,3,110.00000000000001,5000,KAHILIPARA
2709,2,45.0,820,BHANGAGARH
2710,3,98.0,1500,TARUN NAGAR
2711,3,98.0,1800,CHRISTIAN BASTI
2712,3,61.0,1100,SARUMOTORIA
2713,2,47.0,770,LOKHRA
2714,3,58.0,1350,DISPUR
2715,3,73.0,1216,ADABARI
2716,3,65.0,1350,BELTOLA
2717,3,105.0,1700,DISPUR
2718,3,60.0,1200,KAHILIPARA
2719,3,72.0,1506,BAGHARBARI
2720,3,80.0,1280,BELTOLA
2721,4,210.0,2529,ZOO TINIALI
2722,3,62.0,1350,CHANDMARI
2723,3,90.0,1100,LOKHRA
2724,2,62.7,1045,JAPORIGOG
2725,3,62.05,1349,CHANDMARI
2726,4,95.0,1550,ZOO TINIALI
2727,2,55.0,850,BORMOTORIA
2728,2,50.0,834,BASISHTA
2729,3,73.0,1480,TARUN NAGAR
2730,2,65.0,1000,CHRISTIAN BASTI
2731,3,60.0,1400,TETELIA
2732,2,70.0,1200,BHANGAGARH
2733,3,90.0,1200,LACHIT NAGAR
2734,3,65.0,1340,BORMOTORIA
2735,2,50.0,1200,HATIGAON
2736,2,34.0,989,DHARAPUR
2737,3,110.00000000000001,1564,KHANAPARA
2738,2,31.0,750,DISPUR
2739,2,35.0,700,KALA PAHAR
2740,3,105.0,1680,UZAN BAZAR
2741,3,68.18,1165,HATIGAON
2742,3,52.56,1073,KAHILIPARA
2743,3,45.0,1400,MALIGAON
2744,2,43.0,1050,LAL GANESH
2745,2,44.0,1050,KAHILIPARA
2746,3,67.5,1265,BAGHARBARI
2747,3,130.0,2600,BELTOLA
2748,3,130.0,2600,BELTOLA
2749,2,45.5,850,CHANDMARI
2750,3,66.0,1400,SARANIA HILLS
2751,3,67.2,1400,BORMOTORIA
2752,3,75.0,1261,KHANAPARA
2753,3,65.0,1400,KHANAPARA
2754,3,68.0,1325,DISPUR
2755,3,70.0,1440,BAMUNIMAIDAM
2756,3,74.0,1380,GANESHGURI
2757,3,74.0,1400,GANESHGURI
2758,3,72.0,1518,SIX MILE
2759,3,60.0,930,MALIGAON
2760,2,35.0,800,CHANDMARI
2761,3,90.0,1450,ULUBARI
2762,2,45.0,1124,BORBARI
2763,2,45.0,1000,KAHILIPARA
2764,3,70.0,1300,BELTOLA
2765,1,28.0,650,BORMOTORIA
2766,2,45.0,960,BORMOTORIA
2767,4,80.0,1560,SIX MILE
2768,4,75.92,1460,BORMOTORIA
2769,3,67.06,1397,CHANDMARI
2770,3,84.0,1680,GEETANAGAR
2771,3,55.87,1164,LALMATI
2772,2,68.0,1357,LALMATI
2773,3,105.0,1400,DHARAPUR
2774,3,42.0,913,AZARA
2775,3,59.0,1245,BORMOTORIA
2776,3,52.0,1210,MALIGAON
2777,3,75.0,1312,JALUKBARI
2778,3,60.0,1400,KALA PAHAR
2779,3,50.0,1312,JALUKBARI
2780,3,135.0,1792,ZOO TINIALI
2781,4,155.0,2500,DISPUR
2782,5,61.0,2100,BARSAPARA
2783,4,100.0,2200,CHANDMARI
2784,2,40.0,880,LAL GANESH
2785,4,70.0,2042,AZARA
2786,2,52.0,1100,BELTOLA
2787,3,55.0,3000,GHORAMARA
2788,3,68.0,1357,LALMATI
2789,4,150.0,3600,BORJHAR
2790,2,55.0,1200,TARUN NAGAR
2791,4,92.0,2200,HENGRABARI
2792,2,38.0,843,SARUSAJAI
2793,2,38.0,843,SARUSAJAI
2794,2,62.5,1040,KHANAPARA
2795,3,71.0,1340,KHANAPARA
2796,3,78.0,1353,RUKMINI GAON
2797,3,45.0,1500,CHRISTIAN BASTI
2798,9,570.0,6000,RUKMINI GAON
2799,1,21.5,455,LAL GANESH
2800,1,21.5,455,LAL GANESH
2801,3,42.0,1200,KAHILIPARA
2802,2,35.0,800,DHIRENPARA
2803,3,34.98,1060,AZARA
2804,2,28.45,854,DHARAPUR
2805,3,58.0,1400,ULUBARI
2806,2,46.46,1056,LAL GANESH
2807,2,53.1,1180,KHANAPARA
2808,3,68.0,1390,PATHAR QUARRY
2809,3,55.0,1264,BAMUNIMAIDAM
2810,2,51.98,1155,KHANAPARA
2811,3,76.25,1650,KHANAPARA
2812,3,51.75,1150,BORMOTORIA
2813,3,45.38,948,BORJHAR
2814,3,56.38,1170,KAHILIPARA
2815,3,41.53,932,LOKHRA
2816,3,67.72,1477,BHETAPARA
2817,3,80.6,1550,GANESHGURI
2818,3,61.2,1360,LAL GANESH
2819,3,61.36,1180,BELTOLA
2820,3,59.99,1350,KALA PAHAR
2821,3,75.0,1500,BHANGAGARH
2822,3,51.6,1200,GANESHGURI
2823,3,50.0,1100,KALA PAHAR
2824,2,50.0,1150,KAHILIPARA
2825,4,180.0,2681,BELTOLA
2826,3,58.0,1216,BORBARI
2827,3,67.0,1387,BORBARI
2828,3,55.0,1350,HATIGAON
2829,2,48.0,1250,BARBARI VILLAGE
2830,2,48.0,1150,KAHILIPARA
2831,3,62.1,1350,HATIGAON
2832,1,20.0,450,KAHILIPARA
2833,3,50.28,1125,GARCHUK
2834,3,55.76,1360,AHOM GAON
2835,3,48.0,1250,JYOTIKUCHI
2836,3,51.18,1147,GARCHUK
2837,3,49.17,1098,GARCHUK
2838,3,53.47,1203,GARCHUK
2839,3,54.4,1360,GARCHUK
2840,3,48.0,1200,LOKHRA
2841,2,32.6,930,GARCHUK
2842,3,90.0,1500,TARUN NAGAR
2843,3,70.0,1344,SIX MILE
2844,2,39.5,1000,KAHILIPARA
2845,3,31.0,1182,AZARA
2846,3,45.0,1260,AHOM GAON
2847,2,37.0,850,MALIGAON
2848,2,41.0,950,ADABARI
2849,3,75.0,1450,BELTOLA
2850,3,58.0,1245,SIX MILE
2851,3,54.0,1150,BELTOLA
2852,3,48.0,1850,BORMOTORIA
2853,2,36.0,1250,JALUKBARI
2854,7,250.0,5480,NOONMATI
2855,3,46.0,1350,LOKHRA
2856,3,95.0,1563,BHANGAGARH
2857,3,96.0,1650,GANESHGURI
